"user_id","june_amount","core"
1088058,849.774099,"not_core"
1088438,87.14649894,"not_core"
1089297,190.8602974,"not_core"
1089616,219.0423199,"not_core"
1097771,444.6784848,"not_core"
1098606,600.201068,"not_core"
1104211,193.8772987,"not_core"
1106081,689.7165274,"not_core"
1107584,152.7604167,"not_core"
1110229,819.4330819,"not_core"
1119463,1742.6671507,"core"
1122397,1099.6357217,"core"
1123859,176.1709424,"not_core"
1124238,340.0348086,"not_core"
1124415,647.890925,"not_core"
1126282,966.8307591,"not_core"
1128344,413.556712,"not_core"
1128867,261.4984824,"not_core"
1129124,370.3237648,"core"
1130262,597.7719927,"not_core"
1130587,969.6991361,"not_core"
1131319,626.7135106,"not_core"
1132406,694.3302534,"not_core"
1132673,538.6676485,"not_core"
1133615,1049.505702,"not_core"
1134612,863.3274467,"not_core"
1135182,143.6608912,"not_core"
1135849,1310.404115,"not_core"
1135882,500.5426792,"not_core"
1136198,744.9067663,"not_core"
1136340,716.5827535,"core"
1136700,187.9093489,"not_core"
1137322,407.7177141,"not_core"
1139097,212.4155192,"not_core"
1141253,538.3012089,"not_core"
1141391,800.1102363,"not_core"
1141796,1369.8841942,"core"
1142677,433.7274594,"not_core"
1142817,287.5234117,"not_core"
1143278,553.7426413,"not_core"
1143756,1275.992224,"not_core"
1145629,855.9103461,"core"
1146019,157.1882523,"not_core"
1146327,1087.0608712,"not_core"
1146838,877.9258262,"not_core"
1146891,359.3790185,"not_core"
1146942,1199.941317,"not_core"
1147443,265.6907687,"not_core"
1147661,850.2474064,"not_core"
1148044,1323.057478,"not_core"
1148148,2256.0638826,"core"
1148316,390.9941769,"not_core"
1148544,446.0628275,"not_core"
1148580,395.2050721,"not_core"
1148999,924.5828554,"not_core"
1149447,782.02271,"not_core"
1149507,601.0678057,"not_core"
1149570,664.7721638,"not_core"
1149673,1130.995864,"not_core"
1149776,263.8737774,"not_core"
1149959,343.9640287,"not_core"
1150055,619.2329187,"not_core"
1150191,1510.147299,"not_core"
1150335,78.48648508,"not_core"
1150767,725.6712105,"not_core"
1151072,384.4185319,"not_core"
1151517,587.258959,"not_core"
1151536,876.1442732,"not_core"
1151541,740.0534318,"not_core"
1152094,268.1119619,"not_core"
1152422,2299.1018382,"core"
1152558,398.8447327,"not_core"
1152560,899.3131054,"not_core"
1152738,330.0841267,"not_core"
1152774,446.9059744,"not_core"
1152962,972.1479721,"not_core"
1153011,169.8264093,"not_core"
1153723,955.2056007,"not_core"
1153767,880.7025399,"not_core"
1153777,583.65007,"not_core"
1153907,479.5589785,"not_core"
1154062,279.0055224,"not_core"
1154195,940.2190078,"not_core"
1154841,611.2529972,"not_core"
1154988,356.7502022,"not_core"
1155006,172.2112723,"not_core"
1155326,407.6957929,"not_core"
1155541,1741.247657,"core"
1156222,340.2899607,"not_core"
1156266,341.7842089,"not_core"
1157429,506.4815923,"not_core"
1157527,329.2973843,"not_core"
1158260,420.5228352,"not_core"
1158361,371.5188145,"not_core"
1158898,1170.119568,"not_core"
1159251,893.8409381,"not_core"
1159490,425.5166797,"not_core"
1160595,746.2211388,"not_core"
1161065,201.766348,"not_core"
1161312,307.1534345,"not_core"
